NEWYO044,6013318011806,09/14/2018,3004311705346,0.00,0.00
NEWYO044,6013318011929,09/19/2018,3004311803640,0.00,0.00
NEWYO044,6013318012018,09/19/2018,3004311804412,18.00,0.00
NEWYO044,6013318012165,09/24/2018,3004311801855,0.00,0.00
NEWYO044,6013318012487,09/27/2018,3004311804593,2.73,0.73
NEWYO044,6013318012718,09/26/2018,3004311704195,0.00,0.00
NEWYO044,6013318013603,10/19/2018,3004311804709,3606.31,321.31
NEWYO044,6013318013369,10/16/2018,3004311804585,310.44,0.00
NEWYO044,6013318012875,10/03/2018,3004311804585,258.70,0.00
NEWYO044,6013318013369,10/16/2018,3004311804585,17.94,0.00
NEWYO044,6013318013369,10/16/2018,3004311804585,1766.96,0.00
NEWYO044,6013318013369,10/16/2018,3004311804585,623.74,0.00
NEWYO044,6013318013724,10/23/2018,3004311801855,13814.00,1182.32
NEWYO044,6013318013724,10/23/2018,3004311801855,55256.00,4729.28
NEWYO044,6013318013724,10/23/2018,3004311801855,12087.25,1034.53
NEWYO044,6013318013724,10/23/2018,3004311801855,48349.00,4138.12
NEWYO044,6013318013724,10/23/2018,3004311801855,12087.25,1034.53
NEWYO044,6013318013724,10/23/2018,3004311801855,48349.00,4138.12
NEWYO044,6013318013724,10/23/2018,3004311801855,186570.83,15968.33
NEWYO044,6013318013724,10/23/2018,3004311801855,194682.60,16662.60
NEWYO044,6013318013724,10/23/2018,3004311801855,8111.78,694.28
NEWYO044,6013318013724,10/23/2018,3004311801855,17267.50,1477.90
NEWYO044,6013318013724,10/23/2018,3004311801855,49432.45,4230.85
NEWYO044,6013318013724,10/23/2018,3004311801855,197729.81,16923.41
NEWYO044,6013318013978,10/30/2018,3004311804835,294.50,0.00
NEWYO044,6013318014050,10/31/2018,3004311804935,375.10,0.00
NEWYO044,6013318012875,10/03/2018,3004311804585,102.70,0.00
NEWYO044,6013318012875,10/03/2018,3004311804585,1264.90,0.00
NEWYO044,6013318013369,10/16/2018,3004311804585,310.44,0.00
NEWYO044,6013318013369,10/16/2018,3004311804585,102.70,0.00
NEWYO044,6013318013369,10/16/2018,3004311804585,37.70,0.00
NEWYO044,6013318013369,10/16/2018,3004311804585,388.44,0.00
NEWYO044,6013318013369,10/16/2018,3004311804585,675.48,0.00
NEWYO044,6013318013369,10/16/2018,3004311804585,1558.96,0.00
NEWYO044,6013318014054,10/31/2018,3004311805201,0.00,-5800.00
NEWYO044,6013318012875,10/03/2018,3004311804585,1170.00,0.00
NEWYO044,6013318013369,10/16/2018,3004311804585,2808.00,0.00
NEWYO044,6013318012875,10/03/2018,3004311804585,353.60,0.00
NEWYO008,6013318001333,02/06/2018,3004311706372,4930.75,568.99
NEWYO008,6013318001333,02/06/2018,3004311706372,2366.62,273.10
NEWYO008,6013318001333,02/06/2018,3004311706372,12715.29,1467.29
NEWYO008,6013318001333,02/06/2018,3004311706372,18340.40,2116.40
NEWYO008,6013318001333,02/06/2018,3004311706372,19775.62,2282.02
NEWYO008,6013318001333,02/06/2018,3004311706372,13046.37,1505.49
NEWYO008,6013318001333,02/06/2018,3004311706372,7604.21,877.49
NEWYO008,6013318001333,02/06/2018,3004311706372,7126.08,822.32
NEWYO008,6033318800110,02/28/2018,3004311705098,17514.35,5927.25
NEWYO008,6033318800110,02/28/2018,3004311705098,31931.92,10806.49
NEWYO008,6033318800110,02/28/2018,3004311705098,88760.66,30038.62